MONTH;VERSION;DATE;HOUR;SETTLED ENERGY SUPPLIED TO CUSTOMERS FOR ALL LOAD REPRESENTATIVES (MWh);SCHEDULED EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh);SCHEDULED NET EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh);REMUNERATION FOR SYSTEM PRIMARY CONTROL (€);REMUNERATION FOR SYSTEM SECONDARY CONTROL (€);REMUNERATION FOR SYSTEM TERTIARY CONTROL FROM NON-SPINNING UNITS (€);REMUNERATION FOR STANDING ENERGY RESERVE (€);REMUNERATION FOR DESYNCHRONIZATION OF DISPATCHABLE UNITS AFTER A DISPATCH ORDER (€);REMUNERATION FOR BLACK START (€);ADDITIONAL COST FOR NATURAL GAS PROVISION (€);REMUNERATION FOR CONTRACTED UNITS (€);REMUNERATION FOR EMERGENCY RESERVE UNITS (€);REMUNERATION FOR EMERGENCY IMPORTS (€);REMUNERATION FOR EMERGENCY EXPORTS (€);REMUNERATION FOR CROSS-BORDER MECHANISM (€);REMUNERATION FOR PRODUCTION UNITS COST RECOVERY MECHANISM (€);AMOUNT IN DAS FOR PRODUCTION FROM CONTRACTED UNITS (€);GENERATION REMUNERATION BALANCE FOR PRODUCTION FROM CONTRACTED UNITS (€);AMOUNT IN DAS FOR PRODUCTION FROM EMERGENCY RESERVE UNITS (€);GENERATION REMUNERATION BALANCE FOR PRODUCTION FROM EMERGENCY RESERVE UNITS (€);IMPORT DEVIATION CHARGE OR CREDIT THAT CORRESPONDS TO EMERGENCY IMPORTS (€);EXPORT DEVIATION CHARGE OR CREDIT THAT CORRESPONDS TO EMERGENCY EXPORTS (€);AMOUNT IN DAS FOR RETURN OF EMERGENCY IMPORTS INCLUDED IN DAS (€);AMOUNT IN DAS FOR RETURN OF EMERGENCY EXPORTS INCLUDED IN DAS (€);IMPORT DEVIATION CREDIT OR DEBIT DUE TO RETURN EMERGENCY PROGRAMS (€);EXPORT DEVIATION CREDIT OR DEBIT DUE TO RETURN EMERGENCY PROGRAMS (€)
201012;10;12/12/2010;9;5136,036731;500;155;49,5;4512,62185;0;0;0;0;0;0;0;0;0;0;36881,57579;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;10;5613,19821;500;180;72;3958,69796;0;0;0;0;0;0;0;0;0;0;34814,60908;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;11;6099,398742;500;180;72;3430,025612;0;0;0;0;0;0;0;0;0;0;28278,11551;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;12;6419,835522;500;200;72;4054,128177;0;0;0;0;0;0;0;0;0;0;31553,14912;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;13;6582,103831;500;190;72;4156,1289;0;0;0;0;0;0;0;0;0;0;28429,73733;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;14;6375,158485;500;200;72;3848,49135;0;0;0;0;0;0;0;0;0;0;28832,27891;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;15;5823,127023;495;140;49,5;3552,618003;0;0;0;0;0;0;0;0;0;0;32974,73515;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;16;5707,273261;500;155;72;3463,36;0;0;0;0;0;0;0;0;0;0;34585,32391;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;17;6084,285328;450;100;49,5;4191,88;0;0;0;0;0;0;0;0;0;0;32208,08846;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;18;6762,369685;500;165;49,5;5094,8502;0;0;0;0;0;0;0;0;0;0;29362,68621;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;19;7183,099575;500;165;72;6185,916;0;0;0;0;0;0;0;0;0;0;1154,421067;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;20;7159,926182;500;185;72;6296,2;0;0;0;0;0;0;0;0;0;0;475,2335182;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;21;7113,271604;500;185;72;6235,1388;0;0;0;0;0;0;0;0;0;0;699,3645647;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;22;6826,569451;500;205;49,5;5837,802884;0;0;0;0;0;0;0;0;0;0;30639,65031;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;23;6375,612602;500;185;49,5;583,544;0;0;0;0;0;0;0;0;0;0;31423,73338;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;24;6008,058999;500;200;49,5;6016,451853;0;0;0;0;0;0;0;0;0;0;33722,88998;0;0;0;0;0;0;0;0;0;0
201012;10;12/12/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;1;5401,668031;500;200;44;3247,396503;0;0;0;0;0;0;0;0;0;0;32291,51476;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;2;4938,916467;500;215;44;4533,262753;0;0;0;0;0;0;0;0;0;0;33413,05291;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;3;4911,690095;500;215;2,5;2670,310712;0;0;0;0;0;0;0;0;0;0;37490,15884;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;4;4745,98954;500;200;2,5;2793,28;0;0;0;0;0;0;0;0;0;0;38196,17952;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;5;4543,154841;500;215;2,5;2819,74;0;0;0;0;0;0;0;0;0;0;40303,93949;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;6;4619,949538;461;176;2,5;3090,57;0;0;0;0;0;0;0;0;0;0;32119,7266;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;7;5174,168747;500;215;49,5;4180,191154;0;0;0;0;0;0;0;0;0;0;43381,4806;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;8;6035,354081;500;183;0,8;2901,92183;0;0;0;0;0;0;0;0;0;0;40291,06343;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;9;6553,944471;495;178;0,8;2949,1638;0;0;0;0;0;0;0;0;0;0;33102,53914;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;10;7307,916944;354;77;0,8;5299,792424;0;0;0;0;0;0;0;0;0;0;33669,65616;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;11;7633,378992;344;67;0,8;5240,2383;0;0;0;0;0;0;0;0;0;0;20844,15008;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;12;7747,302214;354;77;0,8;5309,489452;0;0;0;0;0;0;0;0;0;0;20705,35504;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;13;7789,17058;334;57;0,8;5381,5608;0;0;0;0;0;0;0;0;0;0;21474,60846;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;14;7653,848318;334;57;0,8;5390,2728;0;0;0;0;0;0;0;0;0;0;21367,13657;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;15;7264,451906;354;77;0,8;5012,588954;0;0;0;0;0;0;0;0;0;0;20987,77698;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;16;7032,515378;354;77;0,8;3366;0;0;0;0;0;0;0;0;0;0;21560,89462;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;17;7240,936535;354;80;0,8;2764,736026;0;0;0;0;0;0;0;0;0;0;21734,09583;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;18;7754,603353;344;67;0,8;2073,47085;0;0;0;0;0;0;0;0;0;0;14876,89414;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;19;7852,864554;344;67;0,8;1692,9;0;0;0;0;0;0;0;0;0;0;11915,96456;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;20;7896,338314;344;67;0,8;5421,84375;0;0;0;0;0;0;0;0;0;0;11251,22223;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;21;7780,388246;344;67;0,59;4390,807293;0;0;0;0;0;0;0;0;0;0;11578,40954;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;22;7203,422381;384;107;0,59;1492,290314;0;0;0;0;0;0;0;0;0;0;14298,34503;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;23;6480,317729;404;127;0,59;2223,646425;0;0;0;0;0;0;0;0;0;0;20833,28004;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;24;6078,273323;306;41;0,55;336,5239882;0;0;0;0;0;0;0;0;0;0;39434,6779;0;0;0;0;0;0;0;0;0;0
201012;10;13/12/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;1;5480,625456;306;41;1,18;3389,719863;0;0;0;0;0;0;0;0;0;0;40567,48851;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;2;5060,940295;460;125;1,18;5701,355807;0;0;0;0;0;0;0;0;0;0;39518,10423;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;3;5052,376198;497;152;1,18;3706,299;0;0;0;0;0;0;0;0;0;0;39973,91839;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;4;4945,86863;410;65;1,18;3623,92;0;0;0;0;0;0;0;0;0;0;40255,05251;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;5;4846,373717;375;65;1,18;3634,2;0;0;0;0;0;0;0;0;0;0;40363,20696;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;6;4856,867559;340;30;1,18;3629,4;0;0;0;0;0;0;0;0;0;0;40252,20692;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;7;5343,413677;485;84;1,18;4765,662053;0;0;0;0;0;0;0;0;0;0;37905,07562;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;8;6141,155622;500;112;1,6;4853,019987;0;0;0;0;0;0;0;0;0;0;17119,34;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;9;6629,701346;432;45;1,6;5027,652622;0;0;0;0;0;0;0;0;0;0;10630,02555;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;10;7174,96376;407;20;1,18;6713,143337;0;0;0;0;0;0;0;0;0;0;11825,6785;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;11;7256,567996;387;20;1,6;6611,7268;0;0;0;0;0;0;0;0;0;0;8675,553709;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;12;7233,593189;407;20;1,18;6629,2884;0;0;0;0;0;0;0;0;0;0;8440,800014;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;13;7205,082243;392;20;1,18;6698,6136;0;0;0;0;0;0;0;0;0;0;8404,675324;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;14;7131,622112;427;20;1,18;6397,661715;0;0;0;0;0;0;0;0;0;0;11913,05485;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;15;6778,685029;407;20;1,18;6704,6504;0;0;0;0;0;0;0;0;0;0;13919,8695;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;16;6764,396787;452;45;1,6;6720,922173;0;0;0;0;0;0;0;0;0;0;12399,21119;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;17;7024,385751;452;45;1,18;6718,574877;0;0;0;0;0;0;0;0;0;0;12779,60758;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;18;7749,328247;307;60;1,6;6859,948103;0;0;0;0;0;0;0;0;0;0;13082,74391;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;19;8048,300537;292;65;1,6;7603,383333;0;0;0;0;0;0;0;0;0;0;8595,108087;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;20;8048,089903;292;65;1,6;7317,91852;0;0;0;0;0;0;0;0;0;0;5525,501094;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;21;7909,053267;287;60;1,6;8485,9434;0;0;0;0;0;0;0;0;0;0;12957,94053;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;22;7204,728126;332;60;1,6;8063,4214;0;0;0;0;0;0;0;0;0;0;12566,8972;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;23;6503,788968;420;130;1,6;5939,83527;0;0;0;0;0;0;0;0;0;0;21135,01665;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;24;6022,389803;237;10;1,18;3628,4866;0;0;0;0;0;0;0;0;0;0;40431,69805;0;0;0;0;0;0;0;0;0;0
201012;10;14/12/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;1;5406,766351;215;10;1,18;3007,634515;0;0;0;0;0;0;0;0;0;0;40389,34845;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;2;5022,739639;367;85;1,18;3145,1;0;0;0;0;0;0;0;0;0;0;41018,01253;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;3;5011,910187;382;77;1,18;3106,56;0;0;0;0;0;0;0;0;0;0;41267,79343;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;4;4812,418318;379;77;1,18;3161,16;0;0;0;0;0;0;0;0;0;0;42494,57305;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;5;4622,949628;327;67;1,18;4276,32;0;0;0;0;0;0;0;0;0;0;48485,30663;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;6;4645,292144;384;67;1,18;4134,879381;0;0;0;0;0;0;0;0;0;0;48354,72631;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;7;4958,196423;335;77;1,18;3742,5;0;0;0;0;0;0;0;0;0;0;43414,08054;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;8;5627,578906;395;50;1,18;5217,179275;0;0;0;0;0;0;0;0;0;0;44970,43193;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;9;6232,495985;341;20;1,6;5798,129442;0;0;0;0;0;0;0;0;0;0;37572,36546;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;10;6994,978349;282;20;1,6;7560,794875;0;0;0;0;0;0;0;0;0;0;21557,98462;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;11;7300,871757;282;20;1,6;6285,114;0;0;0;0;0;0;0;0;0;0;16240,8869;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;12;7421,714701;282;20;1,6;6285,114;0;0;0;0;0;0;0;0;0;0;15234,62476;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;13;7463,054497;282;20;1,6;2788,355077;0;0;0;0;0;0;0;0;0;0;15160,08821;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;14;7395,418824;283;21;1,6;6285,114;0;0;0;0;0;0;0;0;0;0;14281,29751;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;15;7058,159445;322;20;1,6;6348,6;0;0;0;0;0;0;0;0;0;0;15937,46122;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;16;6900,558658;307;20;1,6;6284,956937;0;0;0;0;0;0;0;0;0;0;20647,19204;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;17;7185,50477;307;20;1,6;6284,487627;0;0;0;0;0;0;0;0;0;0;20443,57428;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;18;7639,585792;267;60;1,6;6511,221704;0;0;0;0;0;0;0;0;0;0;13825,98133;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;19;7824,434498;267;60;1,6;7312,39865;0;0;0;0;0;0;0;0;0;0;12826,43178;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;20;7786,989431;267;60;64;8294,561478;0;0;0;0;0;0;0;0;0;0;-19409,89449;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;21;7604,264799;267;60;1,18;8749,883333;0;0;0;0;0;0;0;0;0;0;-8933,555783;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;22;7021,829463;287;60;1,6;6819,626963;0;0;0;0;0;0;0;0;0;0;-511,3725671;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;23;6361,620025;362;60;1,6;6104,21625;0;0;0;0;0;0;0;0;0;0;12613,4481;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;24;5934,965111;262;47;1,6;3661,402706;0;0;0;0;0;0;0;0;0;0;26223,89468;0;0;0;0;0;0;0;0;0;0
201012;10;15/12/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;1;5269,223216;247;42;1,1;1768,226969;0;0;100,3734343;0;0;0;0;0;0;0;11602,31616;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;2;4813,356024;290;30;1,1;1870,880382;0;0;83,46847222;0;0;0;0;0;0;0;27045,38493;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;3;4844,706225;290;30;1,6;1597,621482;0;0;84,55252315;0;0;0;0;0;0;0;27103,13566;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;4;4698,691545;298;38;1,6;1546,666667;0;0;79,83252845;0;0;0;0;0;0;0;27107,96306;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;5;4552,948159;285;60;1,6;2200,91;0;0;75,71585381;0;0;0;0;0;0;0;48245,76148;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;6;4609,744101;285;60;1,1;2246,666667;0;0;77,59180241;0;0;0;0;0;0;0;48237,3532;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;7;5111,628164;290;30;1,6;1546,666667;0;0;94,06563849;0;0;0;0;0;0;0;27112,3199;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;8;5922,622362;500;178;1,6;4575,812748;0;0;132,427433;0;0;0;0;0;0;0;19689,18767;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;9;6534,411885;440;133;1,6;6748,71088;0;0;158,1773319;0;0;0;0;0;0;0;3973,253742;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;10;7268,361;252;20;1,6;6085,4706;0;0;189,0120216;0;0;0;0;0;0;0;840,1580824;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;11;7597,383914;252;20;1,6;6075,728925;0;0;206,4625871;0;0;0;0;0;0;0;-3167,873534;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;12;7781,74593;252;20;1,6;8515,168695;0;0;216,577473;0;0;0;0;0;0;0;-2047,166175;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;13;7873,381641;247;20;1,6;8382,0429;0;0;221,6949898;0;0;0;0;0;0;0;558,0737512;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;14;7795,337442;247;20;1,6;8316,0495;0;0;217,3327346;0;0;0;0;0;0;0;1865,03781;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;15;7388,140658;247;20;1,6;8181,404294;0;0;195,2756605;0;0;0;0;0;0;0;4341,61433;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;16;7297,935436;227;0;1,6;7946,464445;0;0;189,5089432;0;0;0;0;0;0;0;6124,445563;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;17;7574,84861;227;0;1,6;7838,36;0;0;204,1632597;0;0;0;0;0;0;0;242,5160905;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;18;8046,135349;227;40;1,6;8189,509536;0;0;232,6546242;0;0;0;0;0;0;0;-2202,189546;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;19;8206,702461;247;60;1,6;8698,7048;0;0;243,1612063;0;0;0;0;0;0;0;-2206,229122;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;20;8228,507608;247;60;1,6;8698,42075;0;0;244,4456746;0;0;0;0;0;0;0;199,5639471;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;21;8046,149739;247;60;1,6;9389,876667;0;0;233,8077593;0;0;0;0;0;0;0;1364,685982;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;22;7357,670491;499;177;1,6;8966,688634;0;0;202,0031793;0;0;0;0;0;0;0;2231,05836;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;23;6709,71019;500;175;1,6;8251,854545;0;0;168,6556921;0;0;0;0;0;0;0;7175,549595;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;24;6236,953435;500;235;1,6;6431,229913;0;0;149,0391771;0;0;0;0;0;0;0;21131,75329;0;0;0;0;0;0;0;0;0;0
201012;10;16/12/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;1;5612,013008;500;235;64;2639,63297;0;0;174,8553985;0;0;0;0;0;0;0;22683,01953;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;2;5141,299329;500;153;64;3549,330092;0;0;143,3599724;0;0;0;0;0;0;0;20102,42542;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;3;5150,420305;500;138;64;3998,724185;0;0;143,0417627;0;0;0;0;0;0;0;20973,4528;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;4;5006,864463;500;138;64;1610,543937;0;0;135,3813379;0;0;0;0;0;0;0;20787,43752;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;5;4878,036299;500;117;64;2218,933333;0;0;127,6110325;0;0;0;0;0;0;0;20801,87565;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;6;4934,624222;500;122;16,8;2272,820667;0;0;130,7772758;0;0;0;0;0;0;0;21235,15597;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;7;5405,905892;500;138;64;3872,273333;0;0;157,1964103;0;0;0;0;0;0;0;23425,68269;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;8;6200,552216;500;78;64;4250,622918;0;0;201,6182989;0;0;0;0;0;0;0;12225,85935;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;9;6680,213076;500;113;64;5274,131153;0;0;236,0268438;0;0;0;0;0;0;0;3067,550879;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;10;7328,427702;412;55;64;6933,707177;0;0;278,8219618;0;0;0;0;0;0;0;-2877,090996;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;11;7560,267268;372;25;64;7578,133183;0;0;294,2745477;0;0;0;0;0;0;0;2010,141458;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;12;7603,69875;372;25;152;7645,894667;0;0;297,6540911;0;0;0;0;0;0;0;4095,549666;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;13;7617,707547;380;25;64;7723,914;0;0;298,7482762;0;0;0;0;0;0;0;5986,360806;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;14;7511,956002;430;55;64;6820,232285;0;0;292,8554717;0;0;0;0;0;0;0;5475,528955;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;15;7224,555531;490;130;64;6234,51;0;0;276,6456133;0;0;0;0;0;0;0;6038,580271;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;16;7210,924012;490;123;64;6133,6;0;0;275,0956588;0;0;0;0;0;0;0;4924,200818;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;17;7474,723202;472;105;64;6140,68;0;0;293,8445349;0;0;0;0;0;0;0;6486,376819;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;18;8088,741813;563;236;64;6641,801442;0;0;354,447952;0;0;0;0;0;0;0;5151,584667;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;19;8354,125359;591;222;152;7038,7363;0;0;376,1778036;0;0;0;0;0;0;0;-39754,98945;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;20;8372,766511;549;222;152;7017,29895;0;0;377,8149086;0;0;0;0;0;0;0;-35261,5318;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;21;8157,136587;571;222;64;6842,471795;0;0;359,0950883;0;0;0;0;0;0;0;4933,396472;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;22;7487,090534;591;274;64;6594,3875;0;0;308,0749768;0;0;0;0;0;0;0;7674,858909;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;23;6792,538413;500;125;64;5898,554167;0;0;244,7451443;0;0;0;0;0;0;0;12412,67745;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;24;6370,010756;500;195;64;5505,775475;0;0;220,4356383;0;0;0;0;0;0;0;23537,93536;0;0;0;0;0;0;0;0;0;0
201012;10;17/12/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;1;5853,564481;500;178;16,8;6375,6;0;0;0;0;0;0;0;0;0;0;29597,58657;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;2;5373,724276;500;185;64;6865,6;0;0;0;0;0;0;0;0;0;0;32326,0276;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;3;5386,759393;500;185;36,8;6865,6;0;0;0;0;0;0;0;0;0;0;32462,134;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;4;5184,544106;500;185;64;6865,6;0;0;0;0;0;0;0;0;0;0;31604,29355;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;5;5027,690362;500;165;16,8;6865,6;0;0;0;0;0;0;0;0;0;0;33438,2405;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;6;4960,050792;500;155;44;6865,6;0;0;0;0;0;0;0;0;0;0;40388,09125;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;7;5132,615783;500;155;64;6865,6;0;0;0;0;0;0;0;0;0;0;32746,74539;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;8;5388,705465;500;123;18,9;6796,944;0;0;0;0;0;0;0;0;0;0;33559,84813;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;9;5780,000886;500;133;27;6933,4122;0;0;0;0;0;0;0;0;0;0;26635,98062;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;10;6512,883647;500;135;57,6;6040,57535;0;0;0;0;0;0;0;0;0;0;4656,784834;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;11;6855,628328;500;133;57,6;6519,562143;0;0;0;0;0;0;0;0;0;0;8457,945271;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;12;6943,059218;500;133;35,1;5152,772993;0;0;0;0;0;0;0;0;0;0;10150,31154;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;13;7030,718248;500;133;27;1644,309283;0;0;0;0;0;0;0;0;0;0;21684,61954;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;14;7001,91484;500;133;4,5;3442,2;0;0;0;0;0;0;0;0;0;0;21597,14977;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;15;6663,692257;500;133;57,6;1074,30865;0;0;0;0;0;0;0;0;0;0;22527,29806;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;16;6643,968286;470;105;57,6;1296,391205;0;0;0;0;0;0;0;0;0;0;22158,2132;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;17;7047,366168;470;105;72;5953,35;0;0;0;0;0;0;0;0;0;0;32855,83553;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;18;7602,831689;470;143;72;6454,444711;0;0;0;0;0;0;0;0;0;0;14693,79595;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;19;7806,928012;470;143;72;7550,75058;0;0;0;0;0;0;0;0;0;0;-10392,81658;0;0;0;0;0;0;0;0;0;0
201012;10;18/12/2010;20;7725,531538;470;141;72;8798,328;0;0;0;0;0;0;0;0;0;0;8820,930192;0;0;0;0;0;0;0;0;0;0
